year,month,anomaly_00N_30N,anomaly_00N_90N,anomaly_20N_90N,anomaly_20S_20N,anomaly_30N_60N,anomaly_30S_00N,anomaly_60N_90N,anomaly_60S_30S,anomaly_60S_60N,anomaly_90S_00N,anomaly_90S_20S,anomaly_90S_60S,anomaly_90S_90N
1986.0,1.0,-0.093776,0.165273,0.347073,-0.131532,0.566429,-0.041459,-0.036418,0.003607,0.08088,-0.026151,0.020675,-0.073499,0.070153
1986.0,2.0,0.111775,0.00375,-0.020399,0.02383,-0.453833,0.015307,1.378799,0.003759,-0.057478,0.016996,0.025882,0.094588,0.01036
1986.0,3.0,-0.017708,0.012107,0.037998,-0.03384,0.053306,0.030549,0.012413,0.009902,0.016964,0.024211,0.057757,0.052769,0.018144
1986.0,4.0,0.091156,-0.012173,-0.061603,0.023405,-0.037435,0.03226,-0.535728,-0.03436,0.020541,0.005145,0.024535,0.019611,-0.003589
1986.0,5.0,-0.027807,-0.017586,-0.048314,0.037038,0.057635,0.04824,-0.284548,-0.039817,0.00974,0.01167,-0.003858,0.019086,-0.003289
1986.0,6.0,0.013644,-0.01525,-0.047221,0.02557,-0.025592,0.051571,-0.136797,0.009236,0.015435,0.029561,0.042373,-0.113965,0.006299
1986.0,7.0,-0.026112,-0.111322,-0.161971,-0.016818,-0.223052,-0.025891,-0.129375,0.035386,-0.055402,-0.003924,0.002541,-0.157723,-0.060259
1986.0,8.0,-0.005669,-0.068106,-0.105194,0.01821,-0.070767,-0.016264,-0.360439,-0.078646,-0.037557,-0.038493,-0.087046,0.120013,-0.054099
1986.0,9.0,-0.007204,-0.080006,-0.115799,-0.008911,-0.126942,-0.017921,-0.266073,-0.011055,-0.036463,-0.012888,-0.018879,0.095995,-0.048072
1986.0,10.0,0.036535,-0.017503,-0.077985,0.085415,-0.174891,0.018452,0.303434,-0.004112,-0.021956,0.011052,-0.031164,0.085288,-0.003768
1986.0,11.0,0.028278,-0.106158,-0.235575,0.120401,-0.491644,0.059655,0.718577,-0.122302,-0.10405,-0.018867,-0.101541,-0.066272,-0.063829
1986.0,12.0,-0.114454,-0.124539,-0.162551,0.044996,-0.060785,0.105158,-0.459288,-0.10778,-0.038281,0.01315,-0.06724,-0.024664,-0.057044
1987.0,1.0,0.174617,0.000364,-0.070519,0.171094,-0.061338,0.189997,-0.786821,0.023796,0.097558,0.113707,0.054306,0.03799,0.05672
1987.0,2.0,0.282344,0.331451,0.394725,0.223107,0.567934,0.208193,-0.420553,0.05588,0.272754,0.136761,0.085656,0.053247,0.234315
1987.0,3.0,0.205702,-0.184405,-0.429775,0.306028,-0.606342,0.271879,-0.70396,-0.030461,0.004724,0.138633,0.006031,0.059604,-0.024405
1987.0,4.0,0.079352,-0.133369,-0.306652,0.273234,-0.1866,0.381255,-1.212453,0.009023,0.095861,0.210983,0.113048,-0.022174,0.036032
1987.0,5.0,0.326584,0.085932,-0.103953,0.409186,-0.056249,0.256352,-0.751964,-0.156445,0.124269,0.073512,-0.127508,-0.192417,0.079902
1987.0,6.0,0.279079,0.016609,-0.179173,0.332129,-0.152939,0.218787,-0.802021,-0.079201,0.095372,0.094619,-0.034453,0.11993,0.054264
1987.0,7.0,0.476757,0.176152,-0.001158,0.458524,-0.193112,0.366262,0.018502,-0.005571,0.201599,0.203556,0.067427,-0.05248,0.189278
1987.0,8.0,0.535823,0.194152,0.001698,0.442,-0.239808,0.235841,0.081188,-0.008484,0.171325,0.120715,-0.016176,-0.404138,0.159301
1987.0,9.0,0.506237,0.281126,0.121993,0.474345,0.029861,0.266282,0.085634,-0.018409,0.227003,0.135992,-0.017477,-0.401971,0.212381
1987.0,10.0,0.418667,0.102435,-0.128186,0.46869,-0.43095,0.319678,0.483191,-0.083928,0.10511,0.14823,-0.021265,0.044272,0.124321
1987.0,11.0,0.51903,0.010537,-0.331414,0.563336,-0.365928,0.404342,-1.280879,-0.012283,0.186771,0.219919,0.046319,-0.006992,0.111934
1987.0,12.0,0.488522,0.377124,0.282442,0.452055,0.372349,0.272477,-0.259162,-0.034752,0.290961,0.131975,-0.003027,-0.050191,0.256709
1988.0,1.0,0.415118,0.32698,0.257149,0.435838,0.090549,0.438007,0.838123,0.075837,0.281649,0.260357,0.167398,-0.051719,0.293882
1988.0,2.0,0.415354,0.032346,-0.19078,0.424361,-0.551335,0.387139,0.278891,0.028232,0.122439,0.211399,0.089965,-0.073336,0.121627
1988.0,3.0,0.402324,0.18969,0.036856,0.439283,-0.209424,0.405677,0.654934,0.007329,0.19165,0.219133,0.103021,-0.008619,0.204353
1988.0,4.0,0.361942,0.229785,0.158468,0.330533,0.130876,0.268154,-0.142201,-0.044876,0.200168,0.124446,0.017842,-0.047665,0.177708
1988.0,5.0,0.326664,0.180713,0.14749,0.2156,-0.003482,0.165067,0.109609,-0.067904,0.127524,0.070414,-0.004497,0.148451,0.127104
1988.0,6.0,0.163706,0.232307,0.322565,0.060124,0.289506,0.094748,0.385473,-0.03219,0.129291,0.040368,0.034991,0.010421,0.139399
1988.0,7.0,0.142062,0.260195,0.38053,-0.008214,0.320894,-0.001447,0.635842,-0.102114,0.087801,-0.045249,-0.037346,-0.108138,0.114227
1988.0,8.0,0.059847,0.134461,0.200394,0.058952,0.227403,0.161498,0.166144,-0.088037,0.09417,0.053648,0.021259,-0.102027,0.096047
1988.0,9.0,0.067024,0.156319,0.207544,0.042674,0.143433,0.091378,0.632495,-0.036171,0.069066,0.040622,0.051837,0.121814,0.101337
1988.0,10.0,-0.02956,0.114335,0.23046,-0.044124,0.16728,0.131151,0.654029,-0.03729,0.057152,0.064522,0.100004,0.205365,0.090515
1988.0,11.0,-0.06382,0.067251,0.188573,-0.150055,0.267622,-0.068894,-0.021619,-0.0225,0.013586,-0.050359,0.012015,-0.078441,0.010482
1988.0,12.0,-0.118889,0.22599,0.480799,-0.215124,0.385293,-0.12367,1.613629,0.033918,0.018291,-0.056074,0.033627,-0.036195,0.087669
1989.0,1.0,-0.257189,-0.057825,0.085128,-0.250085,0.500031,-0.096039,-1.333073,0.090693,0.022333,-0.019922,0.079681,-0.059924,-0.03906
1989.0,2.0,-0.342182,0.085083,0.35831,-0.2741,0.035907,-0.062525,2.926519,0.078839,-0.092826,-0.007656,0.075006,-0.064587,0.038809
1989.0,3.0,-0.233542,0.140211,0.409155,-0.232895,0.454361,-0.087661,1.02053,0.06445,0.016074,-0.026249,0.034546,-0.063138,0.057509
1989.0,4.0,-0.045769,0.051069,0.172252,-0.13487,0.196959,-0.03172,-0.0055,0.05245,0.030143,-0.003412,0.057262,-0.112846,0.024187
1989.0,5.0,-0.030866,0.081198,0.212178,-0.150539,0.249945,-0.056565,0.016416,0.023591,0.032359,-0.037136,0.033736,-0.443833,0.023935
1989.0,6.0,0.030716,0.081802,0.164919,-0.085898,0.111252,-0.0732,0.2533,0.033772,0.018226,-0.034983,0.009844,-0.255238,0.025651
1989.0,7.0,0.070611,0.177892,0.265372,-0.017015,0.349754,-0.052352,0.081524,-0.039045,0.072027,-0.043485,-0.037139,0.090876,0.072746
1989.0,8.0,0.024469,0.140787,0.208761,0.008053,0.250077,-0.007068,0.314104,0.011336,0.060919,0.007431,0.012172,0.423424,0.07824
1989.0,9.0,0.1094,0.150027,0.193002,0.040601,0.197235,-0.008759,0.178265,-0.003803,0.070756,0.005802,0.002712,0.630009,0.082216
1989.0,10.0,0.021329,0.168193,0.257745,0.012197,0.406781,0.003935,0.026376,-0.010776,0.091211,0.012939,0.009048,0.683805,0.094032
1989.0,11.0,0.162975,0.055234,0.020245,0.062611,0.103938,-0.034291,-0.731291,0.093656,0.078866,0.013963,0.018316,-0.186629,0.035409
1989.0,12.0,0.089377,0.214239,0.286285,0.049833,0.265159,-0.002562,0.732059,0.088524,0.099681,0.034675,0.047503,0.009684,0.126373
1990.0,1.0,0.197572,0.133958,0.137957,0.061163,0.407188,0.027879,-1.452951,0.151236,0.182888,0.078231,0.127424,0.053183,0.106531
1990.0,2.0,0.103603,0.190035,0.243453,0.119561,0.638279,0.045363,-1.225836,0.1646,0.211548,0.087031,0.0546,-0.020037,0.138801
1990.0,3.0,0.041907,0.766355,1.145422,0.119636,1.295464,0.14404,2.85546,0.163627,0.359518,0.139825,0.140135,-0.014716,0.454289
1990.0,4.0,0.185156,0.302537,0.324899,0.228179,0.172374,0.194085,1.578998,0.093092,0.165569,0.146661,0.118991,0.070064,0.225751
1990.0,5.0,0.095637,0.216978,0.237451,0.159713,0.190892,0.147555,1.049712,0.117909,0.135399,0.12823,0.121958,0.008706,0.173391
1990.0,6.0,0.135856,0.250365,0.296539,0.131708,0.27972,0.071726,0.764903,0.085058,0.137061,0.071772,0.056694,-0.105035,0.164333
1990.0,7.0,0.048383,0.128204,0.153092,0.088584,0.182986,0.076349,0.326758,0.116688,0.099179,0.103402,0.109228,0.514585,0.116437
1990.0,8.0,0.162355,0.200107,0.221506,0.093794,0.223847,0.031496,0.295529,0.050795,0.114849,0.037337,0.044276,-0.11499,0.124006
1990.0,9.0,0.166734,0.221865,0.247046,0.081619,0.398628,-0.030659,-0.114607,-0.046156,0.114883,-0.047604,-0.070622,-0.540878,0.09472
1990.0,10.0,0.224526,0.339997,0.393066,0.168364,0.539539,0.111686,0.186964,0.045353,0.220924,0.08267,0.075748,0.02583,0.217326
1990.0,11.0,0.340367,0.379924,0.433643,0.203244,0.853483,0.198438,-1.337048,0.056862,0.348798,0.133103,0.139495,-0.064161,0.261102
1990.0,12.0,0.333683,0.237321,0.202333,0.239198,0.26501,0.197934,-0.464418,0.000493,0.209529,0.106002,0.061645,-0.079317,0.173153
1991.0,1.0,0.260303,0.332155,0.342727,0.214614,0.393093,0.089005,0.497799,0.025603,0.189088,0.055465,0.019328,-0.069368,0.196355
1991.0,2.0,0.304325,0.289041,0.274301,0.198568,0.436333,0.128238,-0.444405,0.105269,0.2389,0.105948,0.118958,-0.044404,0.197697
1991.0,3.0,0.240713,0.077186,-0.007862,0.158994,0.038967,0.100297,-0.753657,0.115929,0.131312,0.097633,0.101604,-0.031855,0.087316
1991.0,4.0,0.247601,0.342794,0.415558,0.201296,0.3457,0.183886,0.909303,0.121121,0.223103,0.156864,0.13781,0.144972,0.251889
1991.0,5.0,0.125682,0.139286,0.121291,0.211233,0.052124,0.246509,0.604385,0.101527,0.140098,0.175206,0.128014,-0.107419,0.156728
1991.0,6.0,0.179293,0.23425,0.238977,0.280973,0.299938,0.331773,0.274324,0.098609,0.23218,0.234284,0.169317,0.236153,0.234266
1991.0,7.0,0.172036,0.277948,0.325325,0.23058,0.285133,0.186053,0.797832,0.076426,0.180703,0.151099,0.075038,0.509898,0.217355
1991.0,8.0,0.088388,0.212825,0.28131,0.141226,0.23853,0.133601,0.716873,0.05247,0.126431,0.109206,0.052438,0.571897,0.164087
1991.0,9.0,0.167033,0.219528,0.221679,0.1879,0.162238,0.150392,0.65457,0.043618,0.136246,0.107001,0.072142,0.116755,0.166632
1991.0,10.0,0.033579,0.173398,0.262429,0.087528,0.29309,0.114802,0.441616,-0.019214,0.102011,0.058172,-0.010344,-0.013836,0.118809
1991.0,11.0,0.026146,0.177436,0.238292,0.10334,0.187685,0.074663,0.9679,-0.077189,0.052995,0.014434,-0.06404,0.12024,0.098886
1991.0,12.0,0.033372,0.009063,-0.02955,0.169387,0.004756,0.160956,-0.11543,-0.094949,0.037065,0.054934,-0.069341,0.1007,0.031498
1992.0,1.0,-0.166708,0.361937,0.600211,0.094545,0.933809,0.127494,1.045382,0.008464,0.18665,0.07107,-0.030932,-0.005499,0.217343
1992.0,2.0,-0.130607,0.213911,0.354561,0.152853,0.612155,0.238335,0.554506,0.043945,0.168991,0.145965,0.035007,0.024429,0.180042
1992.0,3.0,0.031,0.151189,0.173589,0.210838,0.180762,0.240572,0.751882,0.073393,0.131995,0.158485,0.071021,0.013386,0.154817
1992.0,4.0,0.061081,-0.105931,-0.257068,0.251409,-0.06463,0.299786,-1.303115,0.010628,0.093229,0.169533,0.064944,-0.006721,0.028716
1992.0,5.0,0.012382,0.005443,-0.104038,0.28413,0.012749,0.288819,-0.066716,-0.043544,0.081032,0.14716,0.006276,0.030545,0.073602
1992.0,6.0,0.204473,-0.049312,-0.216925,0.237121,-0.282166,0.208153,-0.537842,0.01118,0.062748,0.12752,0.063789,0.141269,0.035081
1992.0,7.0,0.064485,-0.15463,-0.277501,0.077791,-0.425343,0.046226,-0.268523,-0.123538,-0.082892,-0.022437,-0.09854,-0.122616,-0.092943
1992.0,8.0,0.053117,-0.120478,-0.206467,0.017073,-0.317718,-0.021008,-0.257032,-0.085553,-0.075968,-0.041112,-0.06609,0.450628,-0.083423
1992.0,9.0,-0.015203,-0.276707,-0.431238,0.036589,-0.443011,0.028359,-0.949508,-0.087025,-0.108638,-0.02948,-0.09301,-0.650667,-0.160958
1992.0,10.0,0.048645,-0.140204,-0.240667,0.004144,-0.211726,-0.077876,-0.85,0.004239,-0.053203,-0.044281,-0.050796,-0.031655,-0.094954
1992.0,11.0,-0.083412,-0.145351,-0.203543,-0.05005,-0.020091,-0.144212,-1.010006,-0.046493,-0.079951,-0.101635,-0.128366,-0.048564,-0.124296
1992.0,12.0,-0.010916,0.043461,0.064686,-0.006171,0.011275,-0.052486,0.507275,0.011636,-0.013528,-0.02795,-0.033909,-0.072347,0.008437
1993.0,1.0,-0.086792,0.199131,0.328092,-0.011846,0.313654,0.049214,1.442981,0.077947,0.071539,0.057528,0.088807,0.000713,0.129206
1993.0,2.0,0.012604,0.225946,0.343403,0.011397,0.213526,-0.006249,1.594253,0.079871,0.063441,0.029058,0.043641,0.013022,0.12825
1993.0,3.0,0.003636,0.1877,0.25445,0.114924,0.263938,0.16267,1.012787,0.028086,0.10934,0.096225,0.05964,-0.040575,0.142291
1993.0,4.0,0.086081,-0.008041,-0.098562,0.173621,-0.147643,0.228231,0.037378,-0.032425,0.053604,0.112384,0.060279,-0.052363,0.050625
1993.0,5.0,0.192037,0.093288,-0.009186,0.252187,-0.109773,0.190718,0.397212,-0.050726,0.079178,0.085878,-0.010491,-0.380361,0.089782
1993.0,6.0,0.266058,0.051206,-0.067553,0.212938,-0.292588,0.092378,0.257373,0.001277,0.042612,0.040173,-0.03924,-0.460393,0.045949
1993.0,7.0,0.152664,-0.030473,-0.133723,0.14366,-0.373378,0.084285,0.329702,0.021408,-0.006328,0.043917,-0.013517,-0.687245,0.004703
1993.0,8.0,0.133246,-0.043396,-0.140143,0.072452,-0.296147,-0.012033,-0.004647,0.092504,-0.01023,0.023953,0.033781,-0.227211,-0.012067
1993.0,9.0,0.11431,-0.108628,-0.22919,0.094432,-0.427331,0.017189,-0.054168,0.028771,-0.048176,0.016645,-0.021399,-0.423245,-0.050552
1993.0,10.0,0.159109,0.030555,-0.035751,0.13468,-0.167551,0.065326,0.113493,-0.001811,0.029167,0.037379,-0.014631,0.037184,0.033793
1993.0,11.0,0.274965,-0.263703,-0.588099,0.251244,-1.083227,0.146535,0.086576,-0.1337,-0.135788,0.02147,-0.080487,-0.272533,-0.126658
1993.0,12.0,0.242089,0.121166,0.060592,0.167128,0.098059,0.041046,-0.489206,-0.124372,0.076467,-0.037329,-0.124127,-0.221151,0.043863
1994.0,1.0,0.236981,0.054361,-0.01394,0.137452,0.014416,0.081678,-0.892292,-0.045673,0.085515,0.015974,-0.033752,-0.166953,0.03539
1994.0,2.0,0.092698,-0.334798,-0.577154,0.066693,-0.738309,-0.015053,-1.165237,-0.056754,-0.144191,-0.042018,-0.09089,-0.159126,-0.189314
1994.0,3.0,0.107876,0.176849,0.224201,0.083472,0.273013,0.008474,0.172718,-0.04498,0.081752,-0.023124,-0.080661,-0.165811,0.078366
1994.0,4.0,0.167508,0.186248,0.209948,0.10564,0.208916,0.025896,0.200098,-0.041874,0.092283,-0.009341,-0.057732,-0.208652,0.091924
1994.0,5.0,0.19964,0.165505,0.178842,0.124859,0.146131,0.107724,0.048725,0.092741,0.139615,0.087003,0.07311,-0.547963,0.127971
1994.0,6.0,0.109255,0.224906,0.298089,0.068356,0.353102,0.005444,0.353181,0.076387,0.124353,0.045346,0.047502,0.575109,0.139937
1994.0,7.0,0.026344,0.174251,0.249464,-0.005796,0.295533,-0.060655,0.478106,0.059658,0.065255,-0.012125,0.012591,-0.004296,0.086604
1994.0,8.0,0.033884,0.208351,0.306981,-0.025514,0.42549,-0.077641,0.281967,0.010242,0.080823,-0.049657,-0.030629,-0.393334,0.08797
1994.0,9.0,-0.035467,0.193547,0.301351,0.007265,0.47641,0.050883,0.297226,-0.062611,0.093124,0.017512,0.016233,0.576731,0.11024
1994.0,10.0,0.138665,0.397408,0.535155,0.158015,0.550822,0.146405,1.150674,-0.162374,0.166052,0.018877,-0.076851,0.066965,0.216935
1994.0,11.0,0.18398,0.393313,0.522734,0.20167,0.863464,0.202896,-0.371811,-0.124807,0.268371,0.063689,-0.047646,0.0204,0.23435
1994.0,12.0,0.046213,0.119261,0.143262,0.162104,0.321017,0.24706,-0.318227,0.002096,0.153043,0.133186,0.063064,-0.121429,0.126037
1995.0,1.0,0.054588,0.476161,0.700006,0.176256,0.7443,0.232392,1.854867,-0.041003,0.231337,0.102955,0.000335,-0.208255,0.293947
1995.0,2.0,0.12707,0.724419,1.05234,0.22446,1.109083,0.256478,2.636708,-0.062739,0.330222,0.109083,-0.006912,-0.098774,0.421038
1995.0,3.0,0.201199,0.286556,0.29588,0.269348,0.464127,0.217551,0.026516,-0.081942,0.201153,0.080887,-0.030351,-0.083283,0.18522
1995.0,4.0,0.152073,0.251535,0.261662,0.221323,0.077138,0.142598,1.60347,-0.101638,0.079889,0.034329,-0.069952,-0.054872,0.144806
1995.0,5.0,0.205027,0.14263,0.118326,0.216751,-0.025404,0.147617,0.497432,-0.055896,0.084992,0.054007,-0.06722,-0.216427,0.099759
1995.0,6.0,0.362589,0.325687,0.34309,0.287437,0.235753,0.238881,0.485493,-0.064054,0.210615,0.102925,-0.009113,-0.240738,0.218602
1995.0,7.0,0.323785,0.274209,0.270106,0.272367,0.28056,0.248369,0.004844,-0.092413,0.205148,0.120042,0.029576,0.866345,0.200631
1995.0,8.0,0.334325,0.431204,0.512591,0.235222,0.494139,0.234044,0.662676,-0.038503,0.262169,0.114066,0.064872,-0.276031,0.281694
1995.0,9.0,0.252905,0.254609,0.29108,0.14508,0.118127,0.156812,0.709426,-0.033465,0.137199,0.068667,0.046406,-0.334707,0.166806
1995.0,10.0,0.255772,0.420159,0.526768,0.138271,0.499707,0.075642,0.952922,-0.058964,0.189731,0.017794,-0.004591,-0.035362,0.227286
1995.0,11.0,0.158291,0.383423,0.513884,0.1156,0.499485,0.153962,1.149871,-0.015511,0.193382,0.077461,0.073767,-0.1116,0.236394
1995.0,12.0,0.256847,0.188756,0.139215,0.112092,0.083879,-0.047769,0.24028,-0.027124,0.072217,-0.047756,-0.045159,-0.214901,0.072765
1996.0,1.0,0.301752,0.011439,-0.122915,0.154113,-0.452065,0.048099,0.295393,-0.028176,1.1e-05,0.003901,-0.028783,-0.191272,0.007727
1996.0,2.0,0.270474,0.279439,0.302991,0.173233,0.016765,0.13863,1.503949,0.062941,0.135183,0.093674,0.084867,-0.099781,0.187748
1996.0,3.0,0.213961,-0.033493,-0.165832,0.154274,-0.607364,0.124585,1.0237,0.156723,0.003412,0.126948,0.13741,-0.049506,0.045756
1996.0,4.0,0.090466,-0.054937,-0.131739,0.074916,-0.332539,0.074933,0.296849,0.08758,-0.003911,0.072346,0.0751,-0.07971,0.007574
1996.0,5.0,0.260416,0.19715,0.230234,0.088351,0.118922,0.07428,0.15983,0.10238,0.143593,0.072657,0.094059,-0.265812,0.136804
1996.0,6.0,0.15895,0.12794,0.126666,0.110799,0.165425,0.131822,-0.205936,0.036471,0.12686,0.08585,0.082386,-0.099674,0.107622
1996.0,7.0,0.181033,0.189521,0.217747,0.099129,0.205267,0.010758,0.173833,-0.062671,0.08661,-0.009231,-0.053722,0.415022,0.094952
1996.0,8.0,0.138077,0.135907,0.149918,0.103859,0.237155,0.068037,-0.237829,0.004598,0.111832,0.05278,0.023252,0.593706,0.096702
1996.0,9.0,0.221235,0.058671,0.004983,0.121016,-0.028269,0.042201,-0.417451,-0.001934,0.070551,0.039962,0.010511,0.786215,0.049864
1996.0,10.0,0.045971,-0.026111,-0.078643,0.073487,-0.08442,0.066099,-0.178704,0.057041,0.026152,0.065685,0.057702,0.216779,0.017239
1996.0,11.0,-0.062252,0.05305,0.109841,0.006357,-0.137936,0.069267,1.431007,0.07117,-0.012677,0.073781,0.081244,0.196617,0.06297
1996.0,12.0,0.094163,0.140018,0.200443,0.049193,0.268687,0.085668,-0.140769,0.098204,0.129365,0.087469,0.100573,0.016131,0.114355
1997.0,1.0,0.217513,0.209091,0.218859,0.047607,0.301566,-0.074226,-0.245804,0.181442,0.143206,0.027787,0.101179,-0.071185,0.119759
1997.0,2.0,-0.0609,0.276412,0.475624,-0.112708,0.660709,-0.067991,0.641687,0.208879,0.14574,0.041418,0.155714,-0.076301,0.160323
1997.0,3.0,0.028428,0.316268,0.457896,-0.00525,0.647167,-0.058894,0.609052,0.192761,0.167936,0.044761,0.118673,-0.002948,0.18323
1997.0,4.0,0.00762,0.298561,0.383978,0.063495,0.306457,-0.022138,2.066916,0.224908,0.107746,0.076509,0.136246,-0.052545,0.190192
1997.0,5.0,0.220229,0.24583,0.241444,0.161419,0.258652,0.030011,0.343735,0.191812,0.167277,0.08915,0.101042,-0.14954,0.169533
1997.0,6.0,0.384846,0.353536,0.327724,0.355908,0.335307,0.218785,0.250339,0.183476,0.284034,0.208455,0.142496,0.401348,0.283716
1997.0,7.0,0.474951,0.374674,0.333364,0.397575,0.254811,0.241086,0.309142,0.114814,0.28603,0.178097,0.06983,-0.340678,0.281231
1997.0,8.0,0.421125,0.404714,0.383075,0.430413,0.330668,0.311518,0.586214,0.139924,0.312568,0.235711,0.118042,-0.074431,0.325232
1997.0,9.0,0.505778,0.469981,0.405977,0.569026,0.315738,0.48907,0.831278,0.163776,0.389388,0.333479,0.195678,-0.584563,0.405292
1997.0,10.0,0.537999,0.554155,0.491839,0.639114,0.473514,0.481533,0.937707,0.090777,0.415691,0.310898,0.117996,-0.090871,0.438381
1997.0,11.0,0.601426,0.419389,0.25618,0.697045,0.142468,0.546304,0.535407,-0.007467,0.360693,0.31214,0.078967,0.251609,0.367822
1997.0,12.0,0.531752,0.352268,0.186404,0.740233,0.280716,0.685706,-0.418019,-0.046565,0.401016,0.35841,0.069641,-0.026803,0.355271
1998.0,1.0,0.564195,0.352351,0.205699,0.720303,0.122117,0.627611,0.07654,0.019372,0.375062,0.346273,0.057791,-0.07056,0.349359
1998.0,2.0,0.749576,0.827,0.837629,0.839265,1.187929,0.656367,-0.330464,0.03427,0.66293,0.36394,0.066682,-0.073273,0.597585
1998.0,3.0,0.390082,0.371238,0.27775,0.687252,0.270552,0.628712,0.702506,0.013024,0.355053,0.350696,0.054427,-0.03023,0.361167
1998.0,4.0,0.669972,0.596536,0.559462,0.712647,0.574878,0.578779,0.239902,0.061068,0.495077,0.338864,0.078046,-0.208066,0.470881
1998.0,5.0,0.562596,0.478118,0.413046,0.613579,0.511533,0.522654,-0.188577,0.128085,0.449394,0.346255,0.168478,0.076799,0.413967
1998.0,6.0,0.507146,0.515462,0.521592,0.522039,0.539311,0.448043,0.463785,0.130048,0.4195,0.312725,0.165788,0.126413,0.418687
1998.0,7.0,0.483902,0.648137,0.728406,0.527445,0.818619,0.479947,0.85707,0.188938,0.494073,0.350603,0.219046,-0.151664,0.506916
1998.0,8.0,0.412261,0.620028,0.758652,0.388242,0.904587,0.377706,0.617389,0.140999,0.451768,0.275767,0.187334,0.044669,0.457676
1998.0,9.0,0.294718,0.453622,0.591963,0.236324,0.766562,0.23698,0.126869,0.03148,0.325644,0.142301,0.055362,-0.408955,0.307429
1998.0,10.0,0.288004,0.398135,0.507724,0.216896,0.722775,0.250652,-0.246305,0.050448,0.32207,0.160926,0.112103,-0.230631,0.28616
1998.0,11.0,0.375311,0.237448,0.250575,0.184857,0.253721,0.198366,-0.590333,0.090637,0.239725,0.147703,0.142463,-0.080088,0.194603
1998.0,12.0,0.371722,0.494011,0.656834,0.127128,0.685606,0.117274,0.388388,0.120752,0.311854,0.10547,0.139116,-0.180031,0.304723
1999.0,1.0,0.257191,0.382317,0.541858,0.049003,0.794738,0.094932,-0.700471,0.169966,0.305221,0.105321,0.169792,-0.23222,0.24591
1999.0,2.0,0.295541,0.709439,1.049467,0.055003,1.380333,0.053931,0.249261,0.197036,0.433069,0.093194,0.150065,-0.211429,0.404909
1999.0,3.0,0.266972,0.000527,-0.069075,0.125292,-0.079662,0.207346,-1.299621,0.211741,0.165139,0.186484,0.221901,-0.19329,0.091766
1999.0,4.0,0.222426,0.336825,0.517267,0.023261,0.573615,0.047063,-0.025673,0.07189,0.21444,0.044164,0.054848,-0.229054,0.194061
1999.0,5.0,0.146656,0.251486,0.395045,-0.024772,0.468441,0.059714,-0.077271,0.05937,0.171695,0.050085,0.112913,-0.289227,0.154611
1999.0,6.0,0.100026,0.235366,0.370787,0.028604,0.419369,0.142412,0.24052,0.045726,0.169692,0.104863,0.132525,0.191207,0.173228
1999.0,7.0,0.004468,0.283897,0.468876,0.011799,0.654281,0.127172,0.328079,-0.018039,0.173605,0.053078,0.039739,-0.634295,0.173963
1999.0,8.0,-0.031,0.249765,0.46461,-0.060966,0.631205,0.077454,0.256816,-0.034373,0.141326,0.028169,0.030184,-0.162465,0.14562
1999.0,9.0,0.065908,0.281212,0.472158,-0.030867,0.526225,0.115458,0.443102,0.000497,0.165524,0.060778,0.093178,-0.373242,0.177926
1999.0,10.0,0.042701,0.317112,0.564722,-0.078716,0.669342,0.001772,0.402328,0.008957,0.156628,0.003194,0.020922,-0.057155,0.166921
1999.0,11.0,0.138568,0.309759,0.47809,-0.017337,0.522221,-0.059505,0.396989,0.040392,0.141835,-0.022105,-0.009343,-0.215209,0.150196
1999.0,12.0,0.085928,0.554753,0.835644,0.054907,1.110856,0.05345,0.930508,0.066252,0.288684,0.040335,0.032622,-0.330483,0.302966
2000.0,1.0,0.1297,0.134107,0.182626,0.04126,0.236718,0.04118,-0.288437,0.118383,0.124245,0.04879,0.057249,-0.297163,0.091871
2000.0,2.0,-0.123523,0.449119,0.811792,-0.091911,0.863441,0.066691,2.113727,0.205492,0.207982,0.098625,0.153186,-0.282386,0.275478
2000.0,3.0,0.066288,0.473486,0.768058,-0.019869,0.861417,0.058156,1.260099,0.147673,0.247044,0.076294,0.120077,-0.263687,0.277652
2000.0,4.0,0.310974,0.607929,0.879223,0.097504,0.84957,0.105308,1.351094,0.136065,0.330018,0.106378,0.132698,-0.167001,0.366209
2000.0,5.0,0.265087,0.439234,0.629678,0.041749,0.661239,-0.051664,0.514367,0.005893,0.204341,-0.035111,-0.045647,-0.25763,0.211742
2000.0,6.0,0.04086,0.265669,0.440543,-0.038786,0.461852,0.030654,0.732469,0.057736,0.131105,0.044466,0.094405,0.163013,0.160564
2000.0,7.0,0.136285,0.321443,0.493291,-0.015698,0.564055,-0.019792,0.362359,-0.015424,0.152388,-0.015607,0.001792,0.100032,0.162999
2000.0,8.0,0.142253,0.393815,0.546092,0.115868,0.744256,0.113262,0.370615,-0.065397,0.2224,0.045144,-0.005179,0.345454,0.231833
2000.0,9.0,0.15658,0.312077,0.405385,0.147382,0.549032,0.202715,0.229101,-0.050576,0.213813,0.111471,0.082001,0.70364,0.218641
2000.0,10.0,0.108115,0.133852,0.149262,0.121506,0.122431,0.160419,0.307577,-0.104074,0.084862,0.045047,-0.0175,-0.630744,0.092352
2000.0,11.0,0.12275,0.014818,-0.025647,0.098342,-0.281827,0.138745,0.609906,-0.057553,0.004308,0.06142,0.030695,0.208421,0.037023
